Tag,basal_d,dbh,height,exposure,h_dbh,Notes,second coord,wsg
7497,13.9,10,0.65,1,0.2,,-3m from 7497,0.30931403
280,28.2,11.4,5,2,,Bent truck then grows,,0.30931403
50912,22.3,11.2,4.2,2,,,,0.30931403
50906,26.9,12.7,5.2,2,,,,0.30931403
17380,26.8,13.1,4.7,2,,,,0.30931403
11763,32.8,13.4,6.3,2,,,,0.30931403
1319,30.4,12.8,7.1,2,,,,0.30931403
1320,37.4,16.4,10.4,3,,,,0.30931403
1332,35,15,8.5,3,,,,0.30931403
1340,29.1,13.3,6.2,2,,,,0.30931403
13199,26.4,12.6,4.2,2,,,,0.30931403
132239,17.8,11.3,1.55,1,0.95,,,0.30931403
132240,24.9,11.7,3.2,2,,,,0.30931403
169671,21,9.9,1.6,2,1.1,,,0.30931403
169671,16.1,10.2,1.3,1,0.75,,-Near 169671,0.30931403
1227,30.5,13.1,6,2,,,,0.30931403
11251,29.1,14,4.7,2,,,,0.30931403
11299,28.9,14.3,5.8,2,,,,0.30931403
4216,19.9,8.5,2.3,2,,,,0.30931403
44242,24.7,12.5,3.3,2,,,,0.30931403
23600,34.1,14.5,5.4,2,,,,0.30931403
133490,19.5,10.2,2,2,,,,0.30931403
23593,22.1,9.5,2.2,2,,,,0.30931403
176920,24.9,9.7,1.7,2,1.1,,,0.30931403
44247,21.2,11.8,3.7,2,,,,0.30931403
19583,31.9,14.2,4.2,2,,,,0.30931403
4336,44.3,20.4,9.8,3,,,,0.30931403
2323,32.8,12.5,6.2,2,,,,0.30931403
23577,31.7,17,5.1,2,,,,0.30931403
3780,37.1,14.9,8.4,3,,,,0.30931403
27112,23.7,12,2.6,2,,,,0.30931403
27105,27,12.9,3.35,2,,,,0.30931403
27101,33.2,15,9.6,3,,,,0.30931403
44834,27.5,13.4,4,2,,,,0.30931403
3770,26.7,14.3,9.6,3,,,,0.30931403
130565,27.6,12.5,3.2,2,,,,0.30931403
130565,29.7,15.2,5.9,3,,,-3m from 130565,0.30931403
44840,23.9,11.5,1.7,1,0.8,,-3m from 44840,0.30931403
44840,18.1,9,2.4,2,,,,0.30931403
130570,30.1,13.5,4.9,2,,,,0.30931403
27088,24.6,13.1,6.4,3,,,,0.30931403
173484,16.9,9.7,1.3,2,0.7,,,0.30931403
170593,20.4,10.4,2.7,2,,,,0.30931403
4755,33.3,18.8,10.9,4,,,,0.30931403
4753,37.1,17.9,13.1,4,,,,0.30931403
27589,30.4,14.4,6,3,,,,0.30931403
134099,35.5,15.3,4.4,2,,,,0.30931403
133912,26.6,12,3,2,,,,0.30931403
11890,28.2,13.2,6,2,,,,0.30931403
7232,35.8,13,9.6,3,,,,0.30931403
317,30.1,12.9,8.8,3,,,,0.30931403
7249,33.1,14.1,8.7,3,,,,0.30931403
1359,34.8,14.7,11.5,3,,,,0.30931403
6186,32.8,15.1,5.9,2,,,,0.30931403
131626,26.1,13.8,3.2,2,,,,0.30931403
5312,24,12.1,4.6,2,,,,0.30931403
6101,26.8,14,4.9,2,,,,0.30931403
45654,27.2,12,3.8,2,,,,0.30931403
5472,25,13.6,4.9,2,,,,0.30931403
1346,31.5,14.3,6,3,,,,0.30931403
131618,20,11.1,1.5,1,0.9,,,0.30931403
132261,24.6,12.7,1.65,1,0.6,,-1m from 132261,0.30931403
132261,20.2,9.6,1.5,1,0.75,,,0.30931403
9294,25.6,14.2,5.6,2,,,,0.30931403
9294,17.9,9.6,1.2,1,0.75,,-1m from 9294,0.30931403
132265,25.2,12.3,2.2,2,,,,0.30931403
9289,29.8,13.2,4.9,2,,,,0.30931403
8430,13.4,9.9,0.7,1,0.35,,2m from 8430,0.30931403
8430,34.8,14.6,5.8,2,,,,0.30931403
2747,44.6,19.4,13.4,4,,,,0.30931403
4378,27.5,13.9,6,2,,,,0.30931403
11142,25,12.8,4.4,2,,,,0.30931403
47849,34.4,16.9,6,2,,,,0.30931403
11153,22,12.3,4.2,2,,,,0.30931403
43409,26.2,12.3,4.3,2,,,,0.30931403
4354,31,12.6,5.8,2,,,,0.30931403
11145,29.8,12.5,5,2,,,,0.30931403
4389,30.4,12.7,5.6,2,,,,0.30931403
19583,31.8,14.3,4.8,2,,,,0.30931403
23562,31.2,15.1,7.4,2,,,,0.30931403
44252,25.6,12.1,3,2,,,,0.30931403
2782,33.9,15.9,8.8,3,,,,0.30931403
23496,23.5,11.5,2.4,2,,,,0.30931403
23496,13.6,10,1.5,1,0.7,,- 6m from 23496,0.30931403
133173,16.2,9.4,1.8,1,1.1,,,0.30931403
44268,25.9,13.5,4.4,2,,,,0.30931403
23465,21.5,10.5,2.7,2,,,,0.30931403
133159,23.4,12,2.3,2,,,,0.30931403
173623,18.8,9.9,1.5,1,0.8,,,0.30931403
2314,33.8,14.9,10.1,3,,,,0.30931403
2317,39.4,15.6,9.2,3,,,,0.30931403
2327,33.4,15.6,9.6,3,,,,0.30931403
2325,37.5,14.6,9,3,,,,0.30931403
13216,38.2,15.7,7.4,2,,,,0.30931403
1326,37.7,17.9,12.7,3,,,,0.30931403
4178,22.1,11.5,2.6,2,,,,0.30931403
4178,20.4,16,1.6,1,0.5,,- 3m from 4178,0.30931403
176922,28.6,11.4,1.85,2,1.1,,,0.30931403
133197,20.1,10.9,1.7,2,0.9,,,0.30931403
2842,26.9,12.8,5.6,2,,,,0.30931403
23609,21.7,10.2,3.4,2,,,,0.30931403
1905,27.8,13.7,5.2,2,,,,0.30931403
23608,22.2,9.5,2.6,2,,,,0.30931403
130622,24.8,12.3,2.8,2,,,,0.30931403
130610,21.9,10.1,1.9,2,,,,0.30931403
26858,28.3,13.2,5.2,2,,,,0.30931403
26864,24.6,13.1,4.7,2,,,,0.30931403
130599,27.1,13,4.2,2,,,,0.30931403
27008,25.5,11.6,3.2,2,,,,0.30931403
44885,31.6,16.2,7.2,3,,,,0.30931403
44717,16.2,7.6,0.7,1,0.3,,- 1m from 44717,0.30931403
44717,30.7,15.1,6.3,3,,,,0.30931403
44717,14.2,9.1,0.8,1,0.4,,-4m from 44717,0.30931403
44717,18.2,9.8,0.7,1,0.2,,-4m from 44717,0.30931403
168709,22.8,9.9,2.3,2,,,,0.30931403
168709,18,11.3,1,1,0.5,,-1m from 168709,0.30931403
168709,12.6,9.1,0.75,1,0.3,,-1m from 168709,0.30931403
3835,22.8,14.8,9,3,,,,0.30931403
23669,31.6,14.5,8.85,3,,,,0.30931403
133208,17.5,7.5,1.6,2,,,,0.30931403
133208,17.2,9.1,2.1,2,,,- lost tag: 5m from 133208,0.30931403
133201,24.7,10.7,3.55,2,,,,0.30931403
133200,24.5,9.5,2.2,2,,,,0.30931403
133200,23.3,11.7,1.35,1,0.7,,-4m from 133200,0.30931403
26855,26.6,12.5,4.1,2,,,,0.30931403
3834,28.7,12.3,5.5,2,,,,0.30931403
27070,26,12.9,4.6,2,,,,0.30931403
44853,24.7,12.6,4.8,2,,,,0.30931403
130575,17.5,6.4,1.75,1,,,,0.30931403
23603,23.9,12.6,4.9,3,,,,0.30931403
36919,22.3,10.1,3.3,2,,,,0.30931403
2870,30.6,15,6.15,2,,,,0.30931403
2871,31.9,16.2,10.1,3,,,,0.30931403
23746,32.8,16.1,3.4,2,,,,0.30931403
23746,36.8,17.6,10.7,3,,,- lost tag: 5m from 23746,0.30931403
23673,22.9,12.9,2.1,2,,,,0.30931403
23708,27,11.2,5.1,2,,,,0.30931403
23678,32.1,14.3,5.9,2,,,,0.30931403
44219,24.9,11.2,2.8,2,,,,0.30931403
133208,25.8,13,2.8,2,,,,0.30931403
236408,20.2,11.2,3.2,2,,,,0.30931403
44224,22.1,9.8,2.7,2,,,,0.30931403
44224,17.7,7.9,0.9,1,0.4,,-5m from 44224,0.30931403
133209,17.1,11,3.2,2,,,,0.30931403
133219,26.7,11.8,3.05,2,,,,0.30931403
133912,27,12.1,2.8,2,,,,0.30931403
30617,32.6,12.3,6.4,3,,,,0.30931403
30718,31.2,14.3,6.5,3,,,,0.30931403
30710,31.2,13.3,5.5,3,,,,0.30931403
5847,27.4,15.3,6.8,3,,,,0.30931403
133938,18.5,8.6,1.35,2,0.8,,,0.30931403
25849,29,14,6,2,,,,0.30931403
25897,21.9,11.2,5,2,,,,0.30931403
133941,24.6,10.5,2.3,2,,,,0.30931403
133940,33.8,14.1,4.3,2,,,,0.30931403
35793,30.5,13.8,7.3,3,,,,0.30931403
35795,35.2,15.8,6.4,3,,,,0.30931403
5848,36.4,16.3,7,4,,,,0.30931403
133943,23.4,12.4,1.15,1,0.45,,- close to 133943,0.30931403
133943,20.5,13.8,0.85,1,0.28,,- close to 133943,0.30931403
133943,21.4,9.6,2.1,2,,,,0.30931403
133950,31.5,21.9,3.5,2,,,,0.30931403
133949,25.2,11.1,2.9,2,,,,0.30931403
133951,25.7,10.2,2.5,2,,,,0.30931403
30593,24.9,12.6,4.3,2,,,,0.30931403
30640,33.3,15.1,5.75,3,,,,0.30931403
30753,35,14,5.05,3,,,,0.30931403
30751,32.6,13.2,5.5,3,,,,0.30931403
35629,35.5,15,6.3,3,,,,0.30931403
5901,35.4,15.7,6.55,3,,,,0.30931403
30562,29.5,14.4,7,3,,,,0.30931403
25590,40,16.1,7.5,3,,,,0.30931403
25601,35.7,14.8,6.1,2,,,,0.30931403
25563,36.5,15.6,6.4,2,,,,0.30931403
25596,34.9,14.6,8.8,3,,,,0.30931403
44707,27.2,11.2,2.2,2,,,,0.30931403
25626,36.9,16.6,7.45,3,,,,0.30931403
25645,32.1,13.8,7.2,3,,,,0.30931403
44581,35,17.3,8,3,,,,0.30931403
25642,23.6,12.7,3,2,,,,0.30931403
44581,31.1,13.6,6.9,3,,,-3m from 44581,0.30931403
44486,11,6.8,0.75,1,0.3,,-1m from 44486,0.30931403
44486,25.8,11.7,3.2,2,,,,0.30931403
44580,31.5,15,4.9,2,,,,0.30931403
130627,8.7,18.5,1.45,1,1,,,0.30931403
44575,22.8,10.5,2.4,2,"
",,,0.30931403
44575,11.9,7.9,0.6,1,0.3,,-3m from 44575,0.30931403
133230,34,14.8,4.6,2,,,,0.30931403
NA,13.9,7.9,0.8,1,0.4,,,0.30931403
133217,23.1,10.2,2.1,2,,,,0.30931403
132315,32.5,12.1,4.7,2,,,,0.30931403
43473,31.2,14,5,2,,,,0.30931403
4405,26.3,12.4,5.7,2,,,,0.30931403
133235,19.3,9.1,2.3,2,,,,0.30931403
170547,29.2,14.1,5.5,2,,,,0.30931403
44076,28.1,13.2,3.7,2,,,,0.30931403
132317,15.8,8.5,0.9,1,0.4,,-3m from 132317,0.30931403
132317,28.9,13,2.95,2,,,,0.30931403
133250,25,11.4,2.5,2,,,,0.30931403
132319,19,12.3,3.4,2,,,,0.30931403
132318,33.9,14.6,6,2,,,,0.30931403
170108,23.9,12,1.75,2,,,,0.30931403
2421,33.2,14.8,9.15,3,,,,0.30931403
133253,23.3,9.2,2.15,2,,,,0.30931403
6316,23.6,12.9,5.5,3,,,,0.30931403
23970,21.7,12,1.75,2,1.1,,,0.30931403
133256,22.6,10.8,2.05,2,,,,0.30931403
23809,32.6,14,5.7,3,,,,0.30931403
23811,25,12.6,5,2,,,,0.30931403
2626,14.5,6.8,0.6,1,0.2,,,0.30931403
2626,13.1,7,0.7,1,0.45,,-2m from 2626,0.30931403
43736,24.2,11.1,3.5,2,,,,0.30931403
11981,24.5,11.5,4.35,2,,,,0.30931403
132322,18.6,9.1,1.2,1,0.8,,,0.30931403
26259,17.8,9.1,2.25,2,,,,0.30931403
43724,22.4,10.2,2.7,2,,,,0.30931403
43727,16.4,8.6,2.5,2,,,,0.30931403
43733,19.3,7.7,1.5,1,1.1,,,0.30931403
132335,27.8,11.6,2.8,2,,,,0.30931403
13271,31.7,15.6,6.5,3,,,,0.30931403
13226,30.4,15.4,6.8,3,,,,0.30931403
6292,27.5,12.1,5.4,2,,,,0.30931403
133243,23.7,10,2.3,2,,,,0.30931403
170548,27.6,12.7,2.3,2,,,,0.30931403
170548,23.6,13.3,4.2,2,,,-4m from 170548,0.30931403
26503,27.9,13.2,5.1,2,,,,0.30931403
130627,18.3,7.6,1.3,1,0.9,,,0.30931403
130623,NA,12.2,2.8,2,,tree Growing against the base of the palm,,0.30931403
44545,14.2,7.9,1.3,1,1.1,,,0.30931403
44545,17.1,10.9,1.1,1,0.6,,- close to 44545,0.30931403
26733,24.1,12.4,4.3,2,,,,0.30931403
3882,33.4,13.2,6.4,2,,,,0.30931403
44546,22.2,10.7,3.15,2,,,,0.30931403
25601,35.8,14.5,6.1,2,,,,0.30931403
134179,19,8.3,1.9,1,,,,0.30931403
30576,16,10.9,3,2,,,,0.30931403
4871,31.8,12.8,6.15,2,,,,0.30931403
25510,27,13.9,4.5,2,,,,0.30931403
44489,27.5,12.8,4.5,2,,,,0.30931403
2558,20.1,12.8,4.5,2,,,,0.30931403
4878,32.1,14.4,4.4,2,,,-2m from 4878,0.30931403
134192,27.7,12.66,3,2,,,,0.30931403
25376,36.8,14.4,6.2,2,,,,0.30931403
25376,12.6,5.6,0.5,1,0.24,,-2m from 25376,0.30931403
44530,26.4,12.7,3.1,2,,,,0.30931403
25380,29.3,12.9,5.35,2,,,-2m from 25380,0.30931403
24796,33.1,15.9,6.4,2,,,,0.30931403
24796,17.1,9.1,0.5,1,0.25,,-5m from 24796,0.30931403
3880,29.4,14.3,8.9,3,,,,0.30931403
44502,27.4,12.2,3.35,2,,,,0.30931403
4485,18.2,11.7,1,1,0.5,,-2m from 4485,0.30931403
44452,25.9,10.9,2.95,2,,,,0.30931403
44453,24.2,11.4,3,2,,,,0.30931403
130658,26,11.9,1.75,2,,,,0.30931403
130651,21.5,12.4,5.7,2,,,,0.30931403
3930,28.9,14.4,9.8,3,,,,0.30931403
24723,27.5,16.4,4.4,2,,,,0.30931403
170633,28.5,13.6,3.3,2,,,,0.30931403
173649,24.9,10.8,1.75,2,0.9,,,0.30931403
173649,13.9,8.7,1.25,1,0.7,,-3m from 173649,0.30931403
24674,33,14.6,6.5,3,,,,0.30931403
168740,17.2,7.2,1.75,2,,,,0.30931403
130667,27.7,11.7,3.5,2,,,,0.30931403
24666,27.1,12.6,4.2,2,,,,0.30931403
126365,17.3,7.9,2.1,2,,,,0.30931403
24726,21.8,11,3.2,2,,,-2m from 24726,0.30931403
24726,15,7.8,0.6,1,0.2,,-3m from 24726,0.30931403
24726,30.5,13.3,4.2,2,,,,0.30931403
168730,25.9,11.3,2.95,2,,,,0.30931403
168730,18.8,8.9,1.25,1,0.7,,-2m from 168730,0.30931403
168731,19.9,9.5,1.8,2,,,,0.30931403
130665,25.4,12.9,2.65,2,,,,0.30931403
2978,30.5,14.4,5.8,2,,,,0.30931403
130669,22.5,12.9,2.8,2,,,,0.30931403
24254,27.9,14.5,8,3,,,,0.30931403
173445,16.7,8.3,1.75,1,0.95,,,0.30931403
44012,20.5,10.8,1.25,1,0.8,,,0.30931403
44027,29.3,14.9,5.3,2,,,,0.30931403
24630,20.3,10.5,1.95,2,,,,0.30931403
24630,31.4,14.6,4.05,2,,,-3 m from 24630,0.30931403
25124,20.9,10.5,3.5,2,,,,0.30931403
130675,29.9,10.6,1.65,2,1.1,,,0.30931403
4933,27.5,13.5,4.9,2,,bended shape,,0.30931403
44413,28,12.6,3.2,2,,,,0.30931403
176817,23.7,11.6,1.5,1,0.85,,,0.30931403
44415,29.8,13.6,4.7,2,,,,0.30931403
134213,17.9,9,2.5,2,,,,0.30931403
4960,42.8,17.4,10.2,3,,,,0.30931403
4960,17.1,8.4,1.3,1,0.8,,- 20cm from 4960,0.30931403
4963,28.9,13.9,10.4,3,,,,0.30931403
25049,30.9,13.9,5.9,2,,,,0.30931403
44403,37.4,16.9,6.7,2,,,,0.30931403
4962,35.9,14.8,5.8,2,,,,0.30931403
25060,23.9,11.9,3,2,,,,0.30931403
135054,26.8,13.4,4.45,2,,,,0.30931403
31016,30.8,15.6,7.8,3,,,,0.30931403
6909,27,12.6,5.4,2,,,,0.30931403
6082,37.1,14.8,9.4,3,,,,0.30931403
31020,35.2,16.1,9.2,3,,,,0.30931403
44402,43.1,16.6,9.6,3,,,,0.30931403
44403,36.7,16.6,7.4,3,,,,0.30931403
25035,33.9,15.2,8.6,3,,,,0.30931403
25079,32.2,15,7.2,3,,,,0.30931403
25079,33.2,15,7.6,3,,,-3m from 25079,0.30931403
25033,33.6,16.5,7.8,3,,,,0.30931403
43396,24,11.1,3.1,2,,,,0.30931403
4974,22.6,16.5,13.1,4,,,,0.30931403
25065,19.8,9.7,2.8,2,,,,0.30931403
43395,24,10.3,2.5,2,,,-3m from 43395,0.30931403
43395,25,12.4,3,2,,,,0.30931403
43395,23,12.4,2.5,2,,,-6m from 43395,0.30931403
170642,32.5,13.6,3.7,2,,,,0.30931403
4925,29.6,13.2,6.3,2,,,,0.30931403
25143,26.4,11.4,4.2,2,,,,0.30931403
134218,20.4,9.4,1.8,2,,,,0.30931403
134217,26.6,9.5,2.5,2,,,,0.30931403
30919,30.8,12.8,6.7,2,,,,0.30931403
135031,25.4,11.8,4.3,2,,,,0.30931403
30914,22.9,12,5.9,2,,,,0.30931403
30194,14.5,15,0.8,1,0.2,,-2m from 30194,0.30931403
25144,26.3,12.6,4,2,,,,0.30931403
4903,37.4,15.3,11.9,4,,,,0.30931403
25212,23,10.4,3.2,2,,,,0.30931403
44433,24,10.9,2.8,2,,,,0.30931403
44445,29.9,13.5,3.4,2,,,,0.30931403
134199,21.1,10.4,1.6,2,,,,0.30931403
44448,26,13.4,3.6,2,,,,0.30931403
44455,23.6,12.6,3.5,2,,,,0.30931403
2043,21.4,10.2,1.2,1,0.6,,,0.30931403
133833,26.8,12.8,3.7,2,,,,0.30931403
133897,30.6,14.2,4.4,2,,,,0.30931403
35785,33.2,14.5,5.2,2,,,,0.30931403
35785,15.5,9,0.9,1,0.4,,-1m from 35785,0.30931403
35771,32.3,14.9,4.3,2,,,,0.30931403
133865,31.5,12.8,5.2,2,,,,0.30931403
133864,25.1,13.2,5,2,,,,0.30931403
6784,39.5,16.9,6.3,2,,,,0.30931403
6784,16.5,10,1.2,1,0.6,,-3m from 6784,0.30931403
136112,34.3,15.2,5.2,2,,,,0.30931403
133908,23.8,9.6,2.55,2,,,,0.30931403
30805,36.9,18.1,6.8,2,,,,0.30931403
170203,30.9,14.3,5.3,2,,,,0.30931403
41933,30.1,16.4,6.4,3,,,,0.30931403
56334,36.2,14.8,6.3,3,,,,0.30931403
173802,25.9,10.6,2.3,2,,,,0.30931403
56333,39.1,15.3,7.1,3,,,,0.30931403
136205,32.9,15.9,5.5,2,,,,0.30931403
169984,24.4,11.4,4,2,,,,0.30931403
169985,31.9,14.7,4.8,2,,,,0.30931403
136240,28.2,16.1,6.5,3,,,,0.30931403
169971,26,11.3,3.3,2,,,,0.30931403
136200,23.4,9.6,2.9,2,,,,0.30931403
136177,35.7,12.9,8.8,3,,,,0.30931403
136176,39.2,16.1,8.4,3,,,,0.30931403
136176,14.8,10.1,0.7,1,0.3,,-1m from 136176,0.30931403
169979,20.3,9.5,1.9,2,,,,0.30931403
136217,35.2,15.1,6.8,3,,,,0.30931403
136147,38.5,17,6.6,3,,,,0.30931403
56386,23.4,9.6,2.5,2,,,,0.30931403
56390,28.4,11.6,4,2,,,,0.30931403
176950,21.9,10.2,1.7,2,1,,,0.30931403
56387,33.3,11.9,5.9,2,,,,0.30931403
13627,35.5,16.5,6.6,2,,,,0.30931403
13627,21.6,10,1.4,1,0.7,,-2m from 13627,0.30931403
6849,33.9,13.7,6.4,2,,,,0.30931403
136294,23.5,11.3,3.2,2,,,,0.30931403
136277,22.3,8.3,1.6,2,1.1,,,0.30931403
168794,20.4,10.8,2.9,2,,,,0.30931403
138065,22.3,10.2,3.6,2,,,,0.30931403
56366,23.9,13.1,4.25,2,,,,0.30931403
138071,22.7,8.3,1.65,2,,,,0.30931403
6878,37,16.3,7,3,,,,0.30931403
45164,28.6,14.7,4,2,,,,0.30931403
173821,34.5,15.4,5.2,2,,,,0.30931403
168793,19.4,7.1,1.5,1,1.1,,,0.30931403
45561,29.9,13.2,7.7,3,,,- 4m from 45561,0.30931403
7869,26.9,18.4,11.4,4,,,,0.30931403
45597,29.4,13.9,5.6,2,,,,0.30931403
173893,29.1,12,1.8,2,1.1,,,0.30931403
132962,16.5,7.7,1.4,1,1,,,0.30931403
132968,33.9,13.5,4.9,2,,,,0.30931403
132968,17,10.9,1,1,0.4,,-20cm from 132968,0.30931403
132968,25.1,10.2,3,2,,,-3m from 132968,0.30931403
45534,28.6,14.4,6,2,,,,0.30931403
40264,26.1,12.8,6.3,3,,,,0.30931403
137034,20.6,8.6,2.65,2,,,,0.30931403
174157,24.4,12.3,1.7,2,,,,0.30931403
35131,27.9,14.9,7.7,2,,,,0.30931403
33285,37,15.2,9,3,,,,0.30931403
33277,32.2,14.3,7.8,2,,,,0.30931403
8820,36.4,16.4,9.4,3,,,,0.30931403
33855,38.3,17.3,10.4,3,,,,0.30931403
40305,30.5,13.3,4.1,2,,,,0.30931403
33400,37,16.7,9.2,3,,,,0.30931403
35213,23.4,10.8,2.9,2,,,,0.30931403
137063,18.1,9.8,2.4,2,,,,0.30931403
137059,26.4,12.6,3.6,2,,,,0.30931403
40404,27.3,11.7,5,2,,,,0.30931403
33867,29.4,13.9,7.1,3,,,,0.30931403
40323,35,15.3,7.7,3,,,,0.30931403
135695,24.5,12.4,2.9,2,,,,0.30931403
49791,28.9,14.4,4.5,2,,,,0.30931403
49864,35.6,16.6,7.8,3,,,,0.30931403
54411,33.1,13.5,7.8,3,,,,0.30931403
49594,36.9,17.2,8.4,3,,,,0.30931403
19805,12.5,7.8,0.9,1,0.4,,- 1m from 19805,0.30931403
49864,13.9,10.1,1,1,0.4,,-1m from 49864,0.30931403
174211,23.3,12.1,1.3,1,0.6,,-3m from 174211,0.30931403
174211,25.9,11.9,2.7,2,,,,0.30931403
135653,24.3,10.9,2.9,2,,,,0.30931403
49708,36.4,14.6,6.6,3,,,,0.30931403
135648,28,11.9,4,2,,,,0.30931403
58362,32.2,13.9,6.2,2,,,,0.30931403
54698,24.3,12.6,4.2,2,,,,0.30931403
135646,21.6,11.3,2.1,2,,,,0.30931403
137424,30,14.2,2.9,2,,,,0.30931403
137424,15.9,9.7,1.1,1,0.6,,-10 cm from 137424,0.30931403
137741,21,16.6,2.6,2,,,,0.30931403
167885,27.6,13,4,2,,,,0.30931403
167884,33.4,14.4,3.9,2,,,,0.30931403
167886,31,13,3,2,,,,0.30931403
54500,23.9,13.8,5.5,3,,,,0.30931403
54500,19,14,0.9,1,0.3,,-50cm from 54500,0.30931403
19686,25.5,11.7,4.4,2,,,,0.30931403
49691,18.5,8.1,2.4,2,,,,0.30931403
49688,32.3,15.3,6.1,3,,,,0.30931403
135817,24.5,11.1,2.35,2,,"fallen down, Growing up again (bended shape)",,0.30931403
35145,18.4,8.7,2.5,2,,,,0.30931403
49805,26.1,15,11.5,4,,,,0.30931403
137755,29.1,14.4,4.6,2,,,,0.30931403
137754,28.1,12.3,4,2,,,,0.30931403
137756,21.4,9.7,2.4,2,,,,0.30931403
137768,27,11.6,2.9,2,,,,0.30931403
139385,27.2,12,2.7,2,,,,0.30931403
58332,25.6,12.4,2.5,2,,,,0.30931403
627796,27.2,11.6,3.7,2,,,,0.30931403
137727,26.2,13.3,4,2,,,,0.30931403
167883,24.1,13.7,2.3,2,,,,0.30931403
35391,22.2,10.6,2.35,2,,,,0.30931403
137733,32.9,16.6,3,2,,,,0.30931403
35392,22.5,11.4,2.6,2,,,,0.30931403
52708,35.3,14.8,5.7,3,,,,0.30931403
139353,31.9,14,4,2,,,,0.30931403
174376,24.3,11.4,1.75,2,1,,,0.30931403
63408,23.8,15.1,7.4,3,,,,0.30931403
63409,27.8,14,8.3,4,,,,0.30931403
10302,34.5,14.2,8.5,4,,,,0.30931403
36635,20.3,9.5,3.2,2,,,,0.30931403
139346,21.6,9.1,2.5,2,,,,0.30931403
36632,23.5,8.3,2.3,2,,,,0.30931403
139345,19,9.4,1.6,2,1.1,,,0.30931403
139360,20.4,9.2,2.1,2,,,,0.30931403
139373,25.1,12,2.1,2,,,,0.30931403
63229,24.2,10.6,3.7,2,,,,0.30931403
139378,26.9,10.9,2.8,2,,,,0.30931403
139379,23,10.4,2.4,2,,,,0.30931403
62779,31.6,14.1,5.6,3,,,,0.30931403
49305,32.8,13.6,7,3,,,,0.30931403
12356,37.4,17.4,7.7,3,,,,0.30931403
69909,37.6,16.6,7.8,3,,,,0.30931403
69926,31.5,12.4,6.2,2,,,,0.30931403
49303,30.9,12.9,5.8,2,,,,0.30931403
139342,25.3,9.6,2.9,2,,,,0.30931403
139338,26.6,11.1,3.9,2,,,,0.30931403
36649,24.8,11.2,3.1,2,,,,0.30931403
36649,20.4,10.4,0.9,1,0.5,,-1m from 36649,0.30931403
49064,20.6,9.4,2.5,2,,,,0.30931403
70052,36.4,15,6.6,3,,,,0.30931403
70066,24,10.8,3.7,2,,,,0.30931403
56671,23.9,11.6,3.6,2,,,,0.30931403
138658,18.9,11,1.3,1,0.7,,,0.30931403
138676,25.9,12.2,3.2,2,,,,0.30931403
12334,30.4,14.1,5.9,2,,,,0.30931403
12337,30.9,13.5,5.8,2,,,,0.30931403
70206,30.8,13.5,5.9,2,,,,0.30931403
138653,24.5,20.5,2.8,2,,,,0.30931403
12329,33.5,14.6,9.2,3,,,,0.30931403
12326,37.9,17.7,9,3,,,,0.30931403
56668,27.5,11.4,3.4,2,,,,0.30931403
171567,28.6,12.9,1.8,2,,,,0.30931403
138640,26.9,11,2.2,2,,,,0.30931403
138639,27,13,2.2,2,,,,0.30931403
10290,39.8,18.9,6.7,3,,,,0.30931403
49059,33.9,14.9,6.4,3,,,,0.30931403
49072,27.9,14.2,6.1,3,,,,0.30931403
19277,31.4,14.4,5.7,3,,,,0.30931403
69884,28.2,13,6.7,3,,,,0.30931403
69887,32.9,14,7.2,3,,,,0.30931403
69897,38.9,17.5,6.3,2,,,,0.30931403
69887,36.2,15.9,6,2,,,-5m from 69887,0.30931403
138680,23.1,9.9,2.8,2,,,,0.30931403
69777,30.9,14.2,2.5,2,,,,0.30931403
138686,22.5,11.8,4.2,2,,,,0.30931403
138685,25.1,11.5,4.2,2,,,,0.30931403
171578,28.5,12.6,4.1,2,,,,0.30931403
131925,18.8,8.5,1.65,2,,,,0.30931403
29005,32.9,13.9,4,2,,,,0.30931403
133458,34.1,14.9,3.9,2,,,,0.30931403
29008,18.9,12.8,0.9,1,0.4,,-1m from 29008,0.30931403
29008,29,14.7,5.9,2,,,,0.30931403
35565,29.9,14.4,4.25,2,,,,0.30931403
133471,31.6,15.7,3,2,,,,0.30931403
5617,28.9,14,4.5,2,,,,0.30931403
5628,29.3,12.4,3.4,2,,,,0.30931403
5625,36.1,16.2,6.5,2,,,,0.30931403
5628,17.1,9.6,1.1,1,0.4,,-3m from 5628,0.30931403
133491,21.3,9.6,2,2,,,,0.30931403
133476,24.3,12.1,2.2,2,,,,0.30931403
28900,27.6,12.6,3.2,2,,,,0.30931403
28888,31,16,6.8,2,,,,0.30931403
173716,26.3,11,1.6,2,1.1,,,0.30931403
28800,28.8,16,6.1,2,,,,0.30931403
161882,22.9,10.5,2.25,2,,,,0.30931403
161924,24.1,12.1,3.3,2,,,,0.30931403
117774,27.9,14.3,5.5,2,,,,0.30931403
118844,28.9,15.1,5.7,2,,,,0.30931403
118998,30.7,14,3.9,2,,,,0.30931403
118997,19.3,8.9,2.7,2,,,,0.30931403
119323,23.9,12,4,2,,,,0.30931403
19349,28.5,11.6,4.5,2,,,,0.30931403
69645,28.4,12.9,5.8,3,,,,0.30931403
69645,14.8,11.1,0.9,1,0.3,,-1m from 69645,0.30931403
12894,24.3,13.9,6.8,3,,,,0.30931403
